sim_t,state,lidar_front,lidar_right,dist_rf,dist_rm,dist_rr,steering,engaged
19.990,WALL_FOLLOW,10.62,12.30,5.00,5.00,5.00,-0.0800,0
20.000,WALL_FOLLOW,10.55,12.31,5.00,5.00,5.00,-0.0800,0
20.010,WALL_FOLLOW,10.49,12.32,5.00,5.00,5.00,-0.0800,0
20.020,WALL_FOLLOW,10.43,12.34,5.00,5.00,5.00,-0.0800,0
20.030,WALL_FOLLOW,10.37,12.35,5.00,5.00,5.00,-0.0800,0
20.040,WALL_FOLLOW,10.31,12.36,5.00,5.00,5.00,-0.0800,0
20.050,WALL_FOLLOW,10.25,12.37,5.00,5.00,5.00,-0.0800,0
20.060,WALL_FOLLOW,10.19,12.39,5.00,5.00,5.00,-0.0800,0
20.070,WALL_FOLLOW,10.13,12.40,5.00,5.00,5.00,-0.0800,0
20.080,WALL_FOLLOW,10.08,12.41,5.00,5.00,5.00,-0.0800,0
20.090,WALL_FOLLOW,10.02,12.42,5.00,5.00,5.00,-0.0800,0
20.100,WALL_FOLLOW,9.96,12.44,5.00,5.00,5.00,-0.0800,0
20.110,WALL_FOLLOW,9.90,12.45,5.00,5.00,5.00,-0.0800,0
20.120,WALL_FOLLOW,9.85,12.46,5.00,5.00,5.00,-0.0800,0
20.130,WALL_FOLLOW,9.79,12.47,5.00,5.00,5.00,-0.0800,0
20.140,WALL_FOLLOW,9.73,12.49,5.00,5.00,5.00,-0.0800,0
20.150,WALL_FOLLOW,9.68,12.50,5.00,5.00,5.00,-0.0800,0
20.160,WALL_FOLLOW,9.63,12.51,5.00,5.00,5.00,-0.0800,0
20.170,WALL_FOLLOW,9.57,12.52,5.00,5.00,5.00,-0.0800,0
20.180,WALL_FOLLOW,9.52,12.54,5.00,5.00,5.00,-0.0800,0
20.190,WALL_FOLLOW,9.46,12.55,5.00,5.00,5.00,-0.0800,0
20.200,WALL_FOLLOW,9.41,12.56,5.00,5.00,5.00,-0.0800,0
20.210,WALL_FOLLOW,9.35,12.57,5.00,5.00,5.00,-0.0800,0
20.220,WALL_FOLLOW,9.30,12.59,5.00,5.00,5.00,-0.0800,0
20.230,WALL_FOLLOW,9.25,12.60,5.00,5.00,5.00,-0.0800,0
20.240,WALL_FOLLOW,9.20,12.61,5.00,5.00,5.00,-0.0800,0
20.250,WALL_FOLLOW,9.15,12.63,5.00,5.00,5.00,-0.0800,0
20.260,WALL_FOLLOW,9.10,12.64,5.00,5.00,5.00,-0.0800,0
20.270,WALL_FOLLOW,9.04,12.65,5.00,5.00,5.00,-0.0800,0
20.280,WALL_FOLLOW,9.00,12.67,5.00,5.00,5.00,-0.0800,0
20.290,WALL_FOLLOW,8.95,12.68,5.00,5.00,5.00,-0.0800,0
20.300,WALL_FOLLOW,8.90,12.69,5.00,5.00,5.00,-0.0800,0
20.310,WALL_FOLLOW,8.85,12.70,5.00,5.00,5.00,-0.0800,0
20.320,WALL_FOLLOW,8.80,12.72,5.00,5.00,5.00,-0.0800,0
20.330,WALL_FOLLOW,8.75,12.73,5.00,5.00,5.00,-0.0800,0
20.340,WALL_FOLLOW,8.70,12.74,5.00,5.00,5.00,-0.0800,0
20.350,WALL_FOLLOW,8.66,12.75,5.00,5.00,5.00,-0.0800,0
20.360,WALL_FOLLOW,8.62,12.77,5.00,5.00,5.00,-0.0800,0
20.370,WALL_FOLLOW,8.57,12.78,5.00,5.00,5.00,-0.0800,0
20.380,WALL_FOLLOW,8.52,12.79,5.00,5.00,5.00,-0.0800,0
20.390,WALL_FOLLOW,8.47,12.81,5.00,5.00,5.00,-0.0800,0
20.400,WALL_FOLLOW,8.43,12.82,5.00,5.00,5.00,-0.0800,0
20.410,WALL_FOLLOW,8.39,12.83,5.00,5.00,5.00,-0.0800,0
20.420,WALL_FOLLOW,8.34,12.84,5.00,5.00,5.00,-0.0800,0
20.430,WALL_FOLLOW,8.30,12.86,5.00,5.00,5.00,-0.0800,0
20.440,WALL_FOLLOW,8.26,12.87,5.00,5.00,5.00,-0.0800,0
20.450,WALL_FOLLOW,8.21,12.88,5.00,5.00,5.00,-0.0800,0
20.460,WALL_FOLLOW,8.17,12.89,5.00,5.00,5.00,-0.0800,0
20.470,WALL_FOLLOW,8.13,12.91,5.00,5.00,5.00,-0.0800,0
20.480,WALL_FOLLOW,8.09,12.92,5.00,5.00,5.00,-0.0800,0
20.490,WALL_FOLLOW,8.05,12.93,5.00,5.00,5.00,-0.0800,0
20.500,WALL_FOLLOW,8.01,12.94,5.00,5.00,5.00,-0.0800,0
20.510,WALL_FOLLOW,7.96,12.95,5.00,5.00,5.00,-0.0800,0
20.520,WALL_FOLLOW,7.92,12.97,5.00,5.00,5.00,-0.0800,0
20.530,WALL_FOLLOW,7.88,12.98,5.00,5.00,5.00,-0.0800,0
20.540,WALL_FOLLOW,7.84,12.99,5.00,5.00,5.00,-0.0800,0
20.550,WALL_FOLLOW,7.81,13.01,5.00,5.00,5.00,-0.0800,0
20.560,WALL_FOLLOW,7.77,13.02,5.00,5.00,5.00,-0.0800,0
20.570,WALL_FOLLOW,7.73,13.03,5.00,5.00,5.00,-0.0800,0
20.580,WALL_FOLLOW,7.69,13.05,5.00,5.00,5.00,-0.0800,0
20.590,WALL_FOLLOW,7.65,13.06,5.00,5.00,5.00,-0.0800,0
20.600,WALL_FOLLOW,7.61,13.07,5.00,5.00,5.00,-0.0800,0
20.610,WALL_FOLLOW,7.57,13.09,5.00,5.00,5.00,-0.0800,0
20.620,WALL_FOLLOW,7.53,13.10,5.00,5.00,5.00,-0.0800,0
20.630,WALL_FOLLOW,7.49,13.11,5.00,5.00,5.00,-0.0800,0
20.640,WALL_FOLLOW,7.45,13.13,5.00,5.00,5.00,-0.0800,0
20.650,WALL_FOLLOW,7.42,13.14,5.00,5.00,5.00,-0.0800,0
20.660,WALL_FOLLOW,7.38,13.15,5.00,5.00,5.00,-0.0800,0
20.670,WALL_FOLLOW,7.34,13.17,5.00,5.00,5.00,-0.0800,0
20.680,WALL_FOLLOW,7.30,13.18,5.00,5.00,5.00,-0.0800,0
20.690,WALL_FOLLOW,7.26,13.19,5.00,5.00,5.00,-0.0800,0
20.700,WALL_FOLLOW,7.22,13.21,5.00,5.00,5.00,-0.0800,0
20.710,WALL_FOLLOW,7.18,13.22,5.00,5.00,5.00,-0.0800,0
20.720,WALL_FOLLOW,7.15,13.23,5.00,5.00,5.00,-0.0800,0
20.730,WALL_FOLLOW,7.11,13.25,5.00,5.00,5.00,-0.0800,0
20.740,WALL_FOLLOW,7.07,13.26,5.00,5.00,5.00,-0.0800,0
20.750,WALL_FOLLOW,7.03,13.28,5.00,5.00,5.00,-0.0800,0
20.760,WALL_FOLLOW,6.99,13.29,5.00,5.00,5.00,-0.0800,0
20.770,WALL_FOLLOW,6.95,13.30,5.00,5.00,5.00,-0.0800,0
20.780,WALL_FOLLOW,6.91,13.32,5.00,5.00,4.98,-0.0800,0
20.790,WALL_FOLLOW,6.87,13.33,5.00,5.00,4.97,-0.0800,0
20.800,WALL_FOLLOW,6.84,13.32,5.00,5.00,5.00,-0.0800,0
20.810,WALL_FOLLOW,6.80,13.33,5.00,5.00,5.00,-0.0800,0
20.820,WALL_FOLLOW,6.76,13.37,5.00,5.00,5.00,-0.0800,0
20.830,WALL_FOLLOW,6.72,13.36,5.00,5.00,5.00,-0.0800,0
20.840,WALL_FOLLOW,6.68,13.30,5.00,5.00,5.00,-0.0800,0
20.850,WALL_FOLLOW,6.64,13.31,5.00,5.00,5.00,-0.0800,0
20.860,WALL_FOLLOW,6.60,13.39,5.00,5.00,5.00,-0.0800,0
20.870,WALL_FOLLOW,6.56,13.35,5.00,5.00,5.00,-0.0800,0
20.880,WALL_FOLLOW,6.53,13.28,5.00,5.00,5.00,-0.0800,0
20.890,WALL_FOLLOW,6.49,13.30,5.00,5.00,5.00,-0.0800,0
20.900,WALL_FOLLOW,6.45,13.40,5.00,5.00,5.00,-0.0800,0
20.910,WALL_FOLLOW,6.41,13.35,5.00,5.00,5.00,-0.0800,0
20.920,WALL_FOLLOW,6.37,13.27,5.00,5.00,5.00,-0.0800,0
20.930,WALL_FOLLOW,6.33,13.29,5.00,5.00,5.00,-0.0800,0
20.940,WALL_FOLLOW,6.29,13.41,5.00,5.00,5.00,-0.0800,0
20.950,WALL_FOLLOW,6.26,13.35,5.00,5.00,5.00,-0.0800,0
20.960,WALL_FOLLOW,6.22,13.27,5.00,5.00,5.00,-0.0800,0
20.970,WALL_FOLLOW,6.18,13.28,5.00,5.00,5.00,-0.0800,0
20.980,WALL_FOLLOW,6.14,13.42,5.00,5.00,5.00,-0.0800,0
20.990,WALL_FOLLOW,6.10,13.36,5.00,5.00,5.00,-0.0800,0
21.000,WALL_FOLLOW,6.06,13.26,5.00,5.00,5.00,-0.0800,0
21.010,WALL_FOLLOW,6.03,13.29,5.00,5.00,5.00,-0.0800,0
21.020,WALL_FOLLOW,5.99,13.44,5.00,5.00,5.00,-0.0800,0
21.030,WALL_FOLLOW,5.95,13.37,5.00,5.00,5.00,-0.0800,0
21.040,WALL_FOLLOW,5.91,13.27,5.00,5.00,5.00,-0.0800,0
21.050,WALL_FOLLOW,5.87,13.29,5.00,5.00,5.00,-0.0800,0
21.060,WALL_FOLLOW,5.84,13.46,5.00,5.00,5.00,-0.0800,0
21.070,WALL_FOLLOW,5.80,13.38,5.00,5.00,5.00,-0.0800,0
21.080,WALL_FOLLOW,5.76,13.28,5.00,5.00,5.00,-0.0800,0
21.090,WALL_FOLLOW,5.72,13.30,5.00,5.00,5.00,-0.0800,0
21.100,WALL_FOLLOW,5.68,13.49,5.00,5.00,5.00,-0.0800,0
21.110,WALL_FOLLOW,5.65,13.40,5.00,5.00,5.00,-0.0800,0
21.120,WALL_FOLLOW,5.61,13.29,5.00,5.00,5.00,-0.0800,0
21.130,WALL_FOLLOW,5.58,13.31,5.00,5.00,5.00,-0.0800,0
21.140,WALL_FOLLOW,5.55,13.52,5.00,5.00,5.00,-0.0800,0
21.150,WALL_FOLLOW,5.52,13.43,5.00,5.00,5.00,-0.0800,0
21.160,WALL_FOLLOW,5.54,13.33,5.00,5.00,5.00,-0.0800,0
21.170,WALL_FOLLOW,5.47,13.32,5.00,5.00,5.00,-0.0800,0
21.180,WALL_FOLLOW,5.44,13.56,5.00,5.00,5.00,-0.0800,0
21.190,WALL_FOLLOW,5.41,13.45,5.00,5.00,5.00,-0.0800,0
21.200,WALL_FOLLOW,5.38,13.35,5.00,5.00,5.00,-0.0800,0
21.210,WALL_FOLLOW,5.38,13.33,5.00,5.00,5.00,-0.0800,0
21.220,WALL_FOLLOW,5.39,13.60,5.00,5.00,5.00,-0.0800,0
21.230,WALL_FOLLOW,5.48,13.49,5.00,5.00,5.00,-0.0800,0
21.240,WALL_FOLLOW,5.57,13.38,5.00,5.00,5.00,-0.0800,0
21.250,WALL_FOLLOW,5.68,13.35,5.00,5.00,5.00,-0.0800,0
21.260,WALL_FOLLOW,5.82,13.64,5.00,5.00,5.00,-0.0800,0
21.270,WALL_FOLLOW,5.98,13.53,5.00,5.00,5.00,-0.0800,0
21.280,WALL_FOLLOW,6.14,13.42,5.00,5.00,5.00,-0.0800,0
21.290,WALL_FOLLOW,6.31,13.36,5.00,5.00,5.00,-0.0800,0
21.300,WALL_FOLLOW,6.48,14.19,5.00,5.00,5.00,-0.0800,0
21.310,WALL_FOLLOW,6.66,14.21,5.00,5.00,5.00,-0.0800,0
21.320,WALL_FOLLOW,6.84,14.22,5.00,5.00,5.00,-0.0800,0
21.330,WALL_FOLLOW,7.02,14.24,5.00,5.00,5.00,-0.0800,0
21.340,WALL_FOLLOW,7.21,14.26,5.00,5.00,5.00,-0.0800,0
21.350,WALL_FOLLOW,7.40,14.22,5.00,5.00,5.00,-0.0800,0
21.360,WALL_FOLLOW,7.60,14.24,5.00,5.00,5.00,-0.0800,0
21.370,WALL_FOLLOW,7.80,14.26,5.00,5.00,5.00,-0.0800,0
21.380,WALL_FOLLOW,8.00,14.27,5.00,5.00,5.00,-0.0800,0
21.390,WALL_FOLLOW,8.21,14.29,5.00,5.00,5.00,-0.0800,0
21.400,WALL_FOLLOW,8.43,14.31,5.00,5.00,5.00,-0.0800,0
21.410,WALL_FOLLOW,8.64,14.33,5.00,5.00,5.00,-0.0800,0
21.420,WALL_FOLLOW,8.87,14.35,5.00,5.00,5.00,-0.0800,0
21.430,WALL_FOLLOW,9.10,14.36,5.00,5.00,5.00,-0.0800,0
21.440,WALL_FOLLOW,9.33,14.38,5.00,5.00,5.00,-0.0800,0
21.450,WALL_FOLLOW,9.57,14.40,5.00,5.00,5.00,-0.0800,0
21.460,WALL_FOLLOW,9.82,14.42,5.00,5.00,5.00,-0.0800,0
21.470,WALL_FOLLOW,10.07,14.44,5.00,5.00,5.00,-0.0800,0
21.480,WALL_FOLLOW,10.33,14.46,5.00,5.00,5.00,-0.0800,0
21.490,WALL_FOLLOW,10.59,14.48,5.00,5.00,5.00,-0.0800,0
21.500,WALL_FOLLOW,10.86,14.49,5.00,5.00,5.00,-0.0800,0
21.510,WALL_FOLLOW,11.14,14.51,5.00,5.00,5.00,-0.0800,0
21.520,WALL_FOLLOW,11.42,14.53,5.00,5.00,5.00,-0.0800,0
21.530,WALL_FOLLOW,11.72,14.55,5.00,5.00,5.00,-0.0800,0
21.540,WALL_FOLLOW,12.02,14.57,5.00,5.00,5.00,-0.0800,0
21.550,WALL_FOLLOW,12.33,14.59,5.00,5.00,5.00,-0.0800,0
21.560,WALL_FOLLOW,99.00,14.61,5.00,5.00,5.00,-0.0800,0
21.570,WALL_FOLLOW,99.00,14.63,5.00,5.00,5.00,-0.0800,0
21.580,WALL_FOLLOW,99.00,14.65,5.00,5.00,5.00,-0.0800,0
21.590,WALL_FOLLOW,99.00,14.67,5.00,5.00,5.00,-0.0800,0
21.600,WALL_FOLLOW,99.00,14.69,5.00,5.00,5.00,-0.0800,0
21.610,WALL_FOLLOW,99.00,5.16,5.00,5.00,5.00,-0.0800,0
21.620,WALL_FOLLOW,99.00,5.03,5.00,5.00,5.00,-0.0800,0
21.630,WALL_FOLLOW,99.00,4.95,5.00,5.00,5.00,-0.0800,0
21.640,WALL_FOLLOW,99.00,4.88,5.00,5.00,5.00,-0.0800,0
21.650,WALL_FOLLOW,99.00,4.81,5.00,5.00,5.00,-0.0800,0
21.660,WALL_FOLLOW,99.00,4.74,5.00,5.00,5.00,-0.0800,0
21.670,WALL_FOLLOW,99.00,4.67,5.00,5.00,5.00,-0.0800,0
21.680,WALL_FOLLOW,99.00,4.60,5.00,5.00,5.00,-0.0800,0
21.690,WALL_FOLLOW,99.00,4.53,5.00,5.00,5.00,-0.0800,0
21.700,WALL_FOLLOW,99.00,4.46,5.00,5.00,5.00,0.1564,1
21.710,WALL_FOLLOW,99.00,4.40,5.00,5.00,5.00,0.1504,1
21.720,WALL_FOLLOW,99.00,4.34,5.00,5.00,5.00,0.1445,1
21.730,WALL_FOLLOW,99.00,4.29,5.00,5.00,5.00,0.1387,1
21.740,WALL_FOLLOW,99.00,4.23,5.00,5.00,5.00,0.1330,1
21.750,WALL_FOLLOW,99.00,4.17,5.00,5.00,5.00,0.1272,1
21.760,WALL_FOLLOW,99.00,4.12,5.00,5.00,5.00,0.1215,1
21.770,WALL_FOLLOW,99.00,4.06,5.00,5.00,5.00,0.1158,1
21.780,WALL_FOLLOW,99.00,4.00,5.00,5.00,5.00,0.1102,1
21.790,WALL_FOLLOW,99.00,3.95,5.00,5.00,5.00,0.1045,1
21.800,WALL_FOLLOW,99.00,3.89,5.00,5.00,5.00,0.0989,1
21.810,WALL_FOLLOW,99.00,3.83,5.00,5.00,5.00,0.0933,1
21.820,WALL_FOLLOW,99.00,3.78,5.00,5.00,5.00,0.0877,1
21.830,WALL_FOLLOW,99.00,3.72,5.00,5.00,5.00,0.0820,1
21.840,WALL_FOLLOW,99.00,3.66,5.00,5.00,5.00,0.0765,1
21.850,WALL_FOLLOW,99.00,3.61,5.00,5.00,5.00,0.0709,1
21.860,WALL_FOLLOW,99.00,3.55,5.00,5.00,5.00,0.0653,1
21.870,WALL_FOLLOW,99.00,3.50,5.00,5.00,5.00,0.0597,1
21.880,WALL_FOLLOW,99.00,3.44,5.00,5.00,5.00,0.0542,1
21.890,WALL_FOLLOW,99.00,3.39,5.00,5.00,5.00,0.0489,1
21.900,WALL_FOLLOW,99.00,3.34,5.00,5.00,5.00,0.0441,1
21.910,WALL_FOLLOW,99.00,3.29,5.00,5.00,5.00,0.0392,1
21.920,WALL_FOLLOW,99.00,3.24,5.00,5.00,5.00,0.0344,1
21.930,WALL_FOLLOW,99.00,3.20,5.00,5.00,5.00,0.0296,1
21.940,WALL_FOLLOW,99.00,3.15,5.00,5.00,5.00,0.0247,1
21.950,WALL_FOLLOW,99.00,3.10,5.00,5.00,5.00,0.0199,1
21.960,WALL_FOLLOW,99.00,3.05,5.00,5.00,5.00,0.0151,1
21.970,WALL_FOLLOW,99.00,3.00,5.00,5.00,5.00,0.0103,1
21.980,WALL_FOLLOW,99.00,2.95,5.00,5.00,5.00,0.0054,1
21.990,WALL_FOLLOW,99.00,2.91,5.00,5.00,5.00,0.0006,1
22.000,WALL_FOLLOW,99.00,2.86,5.00,5.00,5.00,-0.0041,1
22.010,WALL_FOLLOW,99.00,2.81,5.00,5.00,5.00,-0.0086,1
22.020,WALL_FOLLOW,99.00,2.77,5.00,5.00,5.00,-0.0128,1
22.040,RECENTER,99.00,2.72,5.00,5.00,5.00,0.1000,0
22.050,RECENTER,99.00,2.71,5.00,5.00,5.00,0.1000,0
22.060,RECENTER,99.00,2.69,5.00,5.00,5.00,0.1000,0
22.070,RECENTER,99.00,2.63,5.00,5.00,5.00,0.1000,0
22.080,RECENTER,99.00,2.61,5.00,5.00,5.00,0.1000,0
22.090,RECENTER,99.00,2.61,5.00,5.00,5.00,0.1000,0
22.100,RECENTER,99.00,2.58,5.00,5.00,5.00,0.1000,0
22.110,RECENTER,99.00,2.55,5.00,5.00,5.00,0.1000,0
22.120,RECENTER,99.00,2.53,5.00,5.00,5.00,0.1000,0
22.130,RECENTER,99.00,2.52,5.00,5.00,5.00,0.1000,0
22.140,RECENTER,99.00,2.50,5.00,5.00,5.00,0.1000,0
22.150,RECENTER,99.00,2.47,5.00,5.00,5.00,0.1000,0
22.160,RECENTER,99.00,2.44,5.00,5.00,5.00,0.1000,0
22.170,RECENTER,99.00,2.41,5.00,5.00,5.00,0.1000,0
22.180,RECENTER,99.00,2.40,5.00,5.00,5.00,0.1000,0
22.190,RECENTER,99.00,2.39,5.00,5.00,5.00,0.1000,0
22.200,RECENTER,99.00,2.36,5.00,5.00,5.00,0.1000,0
22.210,RECENTER,99.00,2.34,5.00,5.00,5.00,0.1000,0
22.220,RECENTER,99.00,2.32,5.00,5.00,0.09,0.1000,0
22.230,RECENTER,99.00,2.30,5.00,5.00,0.31,0.1000,0
22.240,RECENTER,99.00,2.28,5.00,5.00,0.49,0.1000,0
22.250,RECENTER,99.00,2.26,5.00,5.00,0.64,0.1000,0
22.260,RECENTER,99.00,2.24,5.00,5.00,0.77,0.1000,0
22.270,RECENTER,99.00,2.23,5.00,5.00,0.86,0.1000,0
22.280,RECENTER,99.00,2.21,5.00,5.00,0.93,0.1000,0
22.290,RECENTER,99.00,2.20,5.00,5.00,0.97,0.1000,0
22.300,RECENTER,99.00,2.18,5.00,5.00,0.99,0.1000,0
22.310,RECENTER,99.00,2.17,5.00,5.00,0.98,0.1000,0
22.320,RECENTER,99.00,2.16,5.00,5.00,0.95,0.1000,0
22.330,RECENTER,99.00,2.15,5.00,5.00,0.89,0.1000,0
22.340,RECENTER,99.00,2.14,5.00,5.00,0.81,0.1000,0
22.350,RECENTER,99.00,2.13,5.00,5.00,0.71,0.1000,0
22.360,RECENTER,99.00,2.12,5.00,5.00,0.57,0.1000,0
22.370,RECENTER,99.00,2.12,5.00,5.00,0.38,0.1000,0
22.380,RECENTER,99.00,2.11,5.00,5.00,0.15,0.1000,0
22.390,RECENTER,99.00,2.11,5.00,5.00,5.00,0.1000,0
22.400,RECENTER,99.00,2.12,5.00,5.00,5.00,0.1000,0
22.410,RECENTER,99.00,2.13,5.00,5.00,5.00,0.1000,0
22.420,RECENTER,99.00,2.13,5.00,5.00,5.00,0.1000,0
22.430,RECENTER,99.00,2.14,5.00,5.00,5.00,0.1000,0
22.440,RECENTER,99.00,2.15,5.00,5.00,5.00,0.1000,0
22.450,RECENTER,99.00,2.14,5.00,5.00,5.00,0.1000,0
22.460,RECENTER,99.00,2.15,5.00,5.00,5.00,0.1000,0
22.470,RECENTER,99.00,2.15,5.00,5.00,5.00,0.1000,0
22.480,RECENTER,99.00,2.16,5.00,5.00,5.00,0.1000,0
22.490,RECENTER,99.00,2.16,5.00,5.00,5.00,0.1000,0
22.500,RECENTER,99.00,2.17,5.00,5.00,5.00,0.1000,0
22.510,RECENTER,99.00,2.17,5.00,5.00,5.00,0.1000,0
22.520,RECENTER,99.00,2.18,5.00,5.00,5.00,0.1000,0
22.530,RECENTER,99.00,2.18,5.00,5.00,5.00,0.1000,0
22.540,RECENTER,99.00,2.18,5.00,5.00,5.00,0.1000,0
22.550,RECENTER,99.00,2.19,5.00,5.00,5.00,0.1000,0
22.560,RECENTER,99.00,2.19,5.00,5.00,5.00,0.1000,0
22.570,RECENTER,99.00,2.20,5.00,5.00,5.00,0.1000,0
22.580,RECENTER,16.47,2.20,5.00,5.00,5.00,0.1000,0
22.590,RECENTER,16.51,2.20,5.00,5.00,5.00,0.1000,0
22.600,RECENTER,16.54,2.21,5.00,5.00,5.00,0.1000,0
22.610,RECENTER,16.58,2.21,5.00,5.00,5.00,0.1000,0
22.620,RECENTER,16.63,2.21,5.00,5.00,5.00,0.1000,0
22.630,RECENTER,16.67,2.22,5.00,5.00,5.00,0.1000,0
22.640,RECENTER,16.72,2.22,5.00,5.00,5.00,0.1000,0
22.650,RECENTER,16.76,2.22,5.00,5.00,5.00,0.1000,0
22.660,RECENTER,16.81,2.22,5.00,5.00,5.00,0.1000,0
22.670,RECENTER,16.86,2.23,5.00,5.00,5.00,0.1000,0
22.680,RECENTER,16.92,2.23,5.00,5.00,5.00,0.1000,0
22.690,RECENTER,99.00,2.23,5.00,5.00,5.00,0.1000,0
22.700,RECENTER,99.00,2.23,5.00,5.00,5.00,0.1000,0
22.710,RECENTER,99.00,2.24,5.00,5.00,5.00,0.1000,0
22.720,RECENTER,99.00,2.24,5.00,5.00,5.00,0.1000,0
22.730,RECENTER,99.00,2.24,5.00,5.00,5.00,0.1000,0
22.740,RECENTER,99.00,2.24,5.00,5.00,5.00,0.1000,0
22.750,RECENTER,99.00,2.24,5.00,5.00,5.00,0.1000,0
22.760,RECENTER,99.00,2.25,5.00,5.00,5.00,0.1000,0
22.770,RECENTER,99.00,2.25,5.00,5.00,5.00,0.1000,0
22.780,RECENTER,99.00,2.25,3.29,5.00,5.00,0.1000,0
22.790,RECENTER,99.00,2.25,3.01,5.00,5.00,0.1000,0
22.800,RECENTER,99.00,2.25,2.72,5.00,5.00,0.1000,0
22.810,RECENTER,99.00,2.25,2.42,5.00,5.00,0.1000,0
22.820,RECENTER,99.00,2.26,2.12,5.00,5.00,0.1000,0
